player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Sam Bradford,QB,13.31,2.02,9.26,17.36,13.17,12.8
Case Keenum,QB,11.27,3.13,5.01,17.52,10.68,12.01
Trevor Siemian,QB,11.09,8.08,-5.06,27.25,5.76,10.67
Brian Hoyer,QB,8.62,5.74,-2.85,20.09,9.58,11.6
Colin Kaepernick,QB,4.9,8.78,-12.67,22.47,1.43,0.74
Geno Smith,QB,3.45,5.05,-6.65,13.55,1.01,0.24
Shaun Hill,QB,2.42,5.12,-7.83,12.67,0.65,0.13
Paxton Lynch,QB,2.11,3.5,-4.89,9.11,0.72,0.32
Chad Henne,QB,2.0,4.1,-6.19,10.2,0.38,0.22
AJ McCarron,QB,1.3,1.69,-2.09,4.68,0.54,0.11
Mark Sanchez,QB,0.92,0.93,-0.94,2.79,0.74,0.36
Colt McCoy,QB,0.68,1.11,-1.54,2.9,0.33,0.14
Drew Stanton,QB,0.52,0.94,-1.36,2.4,0.26,0.07
Nick Foles,QB,0.5,0.59,-0.67,1.67,0.34,0.17
Matt McGloin,QB,0.48,0.76,-1.05,2.0,0.21,0.11
Mike Glennon,QB,0.46,0.65,-0.85,1.77,0.3,0.17
Matt Cassel,QB,0.38,0.42,-0.46,1.21,0.3,0.15
Tom Savage,QB,0.35,0.49,-0.63,1.33,0.17,0.09
Landry Jones,QB,0.29,0.66,-1.03,1.61,0.36,0.05
Scott Tolzien,QB,0.28,0.35,-0.43,0.98,0.13,0.11
E.J. Manuel,QB,0.23,0.15,-0.06,0.52,0.18,0.21
Ryan Nassib,QB,0.22,0.22,-0.22,0.66,0.16,0.14
Kellen Clemens,QB,0.19,0.24,-0.29,0.67,0.11,0.14
Dan Orlovsky,QB,0.18,0.69,-1.2,1.56,0.15,0.02
Jared Goff,QB,0.14,0.62,-1.11,1.38,0.31,0.04
Matt Moore,QB,0.12,0.13,-0.15,0.38,0.08,0.07
Sean Mannion,QB,0.1,0.14,-0.18,0.39,0.24,0.0
Brett Hundley,QB,0.1,0.14,-0.19,0.39,0.05,0.01
Chase Daniel,QB,0.09,0.14,-0.18,0.37,0.08,0.02
Derek Anderson,QB,0.09,0.13,-0.17,0.34,0.08,0.03
Trevone Boykin,QB,0.08,0.13,-0.17,0.33,0.07,0.01
Luke McCown,QB,0.08,0.1,-0.13,0.28,0.05,0.03
Matt Schaub,QB,0.07,0.08,-0.09,0.23,0.13,0.12
Ryan Mallett,QB,0.04,0.44,-0.84,0.91,0.22,0.12
Zach Mettenberger,QB,0.03,0.06,-0.09,0.15,0.15,0.0
Charlie Whitehurst,QB,0.02,0.04,-0.05,0.1,0.02,0.0
Bryce Petty,QB,0.0,0.01,-0.01,0.02,0.02,0.0
Austin Davis,QB,0.0,0.0,-0.0,0.0,0.0,0.0
Jerrod Johnson,QB,0.0,0.0,0.0,0.0,,0.0
Aaron Murray,QB,0.0,0.0,0.0,0.0,,0.0
Christian Hackenberg,QB,0.0,0.0,0.0,0.0,,0.0
Keith Wenning,QB,0.0,0.0,0.0,0.0,,0.0
Jeff Driskel,QB,0.0,0.0,0.0,0.0,,0.0
Stephen Morris,QB,0.0,0.0,0.0,0.0,,0.0
Christian Ponder,QB,0.0,0.0,0.0,0.0,,0.0
Josh Johnson,QB,0.0,0.0,0.0,0.0,,0.0
David Fales,QB,0.0,0.0,0.0,0.0,,0.0
Logan Thomas,QB,0.0,0.0,0.0,0.0,,0.0
Alex Tanney,QB,0.0,0.0,0.0,0.0,,0.0
Matt Simms,QB,0.0,0.0,0.0,0.0,,0.0
Connor Cook,QB,0.0,0.0,0.0,0.0,,0.0
Brandon Weeden,QB,0.0,0.0,0.0,0.0,,0.0
Cardale Jones,QB,0.0,0.0,0.0,0.0,,0.0
Ryan Griffin,QB,0.0,0.0,0.0,0.0,,0.0
Joe Callahan,QB,0.0,0.0,0.0,0.0,,0.0
DeAngelo Williams,RB,18.69,3.87,10.95,26.44,18.27,18.94
David Johnson,RB,18.33,1.3,15.73,20.94,18.28,19.02
Matt Forte,RB,17.42,3.1,11.21,23.63,17.14,17.17
Devonta Freeman,RB,16.49,2.18,12.14,20.84,16.36,15.23
Lamar Miller,RB,15.13,3.13,8.87,21.39,14.73,15.83
Todd Gurley,RB,15.0,4.1,6.8,23.21,14.31,16.42
Ezekiel Elliott,RB,14.53,1.24,12.06,17.0,14.47,14.95
Mark Ingram,RB,14.49,2.76,8.97,20.02,14.15,15.76
Jamaal Charles,RB,14.33,6.58,1.16,27.49,13.17,12.74
Frank Gore,RB,13.44,1.6,10.24,16.63,13.34,14.05
Charles Sims,RB,13.44,2.76,7.91,18.96,13.16,13.66
LeSean McCoy,RB,13.4,2.99,7.42,19.38,13.03,14.05
DeMarco Murray,RB,13.02,1.75,9.51,16.52,12.89,13.18
Jeremy Langford,RB,13.01,2.16,8.69,17.33,12.83,12.4
Melvin Gordon,RB,12.93,3.01,6.92,18.94,12.48,13.98
Rashad Jennings,RB,12.81,1.15,10.51,15.11,12.76,13.38
Justin Forsett,RB,12.22,1.45,9.32,15.12,12.13,12.23
Eddie Lacy,RB,11.77,4.79,2.19,21.36,7.48,13.12
Latavius Murray,RB,11.71,1.53,8.64,14.77,11.59,12.36
C.J. Anderson,RB,11.61,5.13,1.36,21.86,13.38,12.69
Isaiah Crowell,RB,11.23,1.64,7.96,14.5,11.1,11.5
Theo Riddick,RB,11.12,5.3,0.53,21.71,9.22,14.67
Christine Michael,RB,11.04,1.84,7.36,14.72,10.89,11.06
Giovani Bernard,RB,10.77,2.3,6.16,15.38,10.45,10.98
Thomas Rawls,RB,10.54,2.01,6.52,14.56,10.37,9.94
Jay Ajayi,RB,10.44,2.13,6.18,14.7,10.24,10.1
Shane Vereen,RB,10.43,3.06,4.32,16.54,9.81,11.64
Matt Jones,RB,10.14,2.02,6.1,14.17,9.94,9.85
Ryan Mathews,RB,10.1,1.82,6.46,13.73,9.92,10.32
LeGarrette Blount,RB,9.88,2.24,5.4,14.35,9.59,10.32
Tevin Coleman,RB,9.54,3.75,2.03,17.05,8.33,10.92
Duke Johnson,RB,9.49,2.97,3.56,15.42,8.97,10.09
Carlos Hyde,RB,9.44,1.62,6.2,12.68,9.31,9.12
Doug Martin,RB,9.26,8.75,-8.24,26.75,12.35,8.23
Jerick McKinnon,RB,9.22,3.85,1.52,16.92,8.08,10.98
Chris Ivory,RB,8.81,0.8,7.22,10.41,8.78,8.81
James Starks,RB,8.63,3.67,1.29,15.97,8.02,7.66
Spencer Ware,RB,8.44,3.68,1.07,15.8,7.34,8.14
Terrance West,RB,8.41,1.77,4.87,11.95,8.2,9.01
Darren Sproles,RB,8.33,1.99,4.35,12.31,8.06,8.5
Jeremy Hill,RB,8.21,1.22,5.77,10.66,8.12,8.3
Chris Thompson,RB,7.9,3.04,1.82,13.99,7.17,8.22
Bilal Powell,RB,7.76,4.34,-0.92,16.44,6.74,6.78
T.J. Yeldon,RB,7.74,3.02,1.7,13.79,6.77,9.26
James White,RB,7.12,2.91,1.29,12.95,6.35,8.62
Fozzy Whittaker,RB,7.1,4.1,-1.11,15.31,5.17,9.12
Matt Asiata,RB,6.58,3.28,0.02,13.13,7.34,7.59
Derrick Henry,RB,6.49,2.24,2.01,10.97,5.76,7.28
Mike Tolbert,RB,6.07,2.79,0.5,11.64,5.57,5.64
Kenyan Drake,RB,6.06,4.48,-2.89,15.02,2.64,7.94
Josh Ferguson,RB,6.04,4.28,-2.52,14.6,4.98,4.23
Travaris Cadet,RB,5.52,3.24,-0.96,11.99,6.12,6.4
Benny Cunningham,RB,5.43,1.8,1.82,9.04,5.08,5.55
Shaun Draughn,RB,5.38,2.26,0.86,9.91,4.53,6.1
Devontae Booker,RB,4.98,1.65,1.67,8.29,4.57,5.23
DeAndre Washington,RB,4.89,2.13,0.62,9.16,4.23,4.86
Alfred Morris,RB,4.87,2.4,0.08,9.67,4.36,4.31
Jacquizz Rodgers,RB,4.71,1.69,1.34,8.09,4.33,5.56
Tim Hightower,RB,4.65,1.53,1.59,7.71,4.36,4.54
Chris Johnson,RB,4.54,1.47,1.61,7.47,4.27,4.76
Jordan Howard,RB,4.19,1.93,0.33,8.05,3.74,3.98
Andre Ellington,RB,4.15,1.49,1.18,7.12,3.84,3.91
Cameron Artis-Payne,RB,4.14,1.96,0.22,8.05,3.68,4.2
Robert Turbin,RB,3.96,1.2,1.56,6.35,3.78,3.72
KaDeem Carey,RB,3.93,1.87,0.19,7.67,3.48,3.87
Kenneth Farrow,RB,3.9,1.94,0.02,7.77,3.32,3.96
Dwayne Washington,RB,3.7,2.36,-1.03,8.43,2.16,3.58
Lance Dunbar,RB,3.59,1.55,0.5,6.68,3.29,2.9
Charcandrick West,RB,3.55,2.11,-0.68,7.78,3.02,2.17
Mike Gillislee,RB,3.47,1.67,0.14,6.8,3.08,3.16
Kyle Juszczyk,RB,3.4,1.35,0.7,6.09,3.12,3.12
Fitzgerald Toussaint,RB,3.3,1.19,0.92,5.69,3.08,2.86
Jalen Richard,RB,3.15,2.14,-1.13,7.43,2.57,2.35
Damien Williams,RB,2.94,2.01,-1.08,6.96,3.15,2.38
Alfred Blue,RB,2.84,0.82,1.2,4.47,2.73,2.7
Reggie Bush,RB,2.75,1.75,-0.76,6.26,2.14,2.56
C.J. Prosise,RB,2.57,1.65,-0.72,5.86,2.07,1.78
Wendell Smallwood,RB,2.47,2.14,-1.8,6.75,1.69,1.78
Jamize Olawale,RB,2.24,1.4,-0.56,5.04,2.4,2.62
Rob Kelley,RB,2.11,2.17,-2.22,6.45,1.26,1.3
Denard Robinson,RB,1.98,1.77,-1.57,5.53,1.21,1.61
Tyler Ervin,RB,1.94,1.12,-0.3,4.18,1.4,1.83
Dexter McCluster,RB,1.8,3.12,-4.44,8.04,7.2,0.0
Orleans Darkwa,RB,1.74,1.65,-1.55,5.03,2.34,1.68
Brandon Bolden,RB,1.61,1.82,-2.03,5.26,1.87,0.25
Andre Williams,RB,1.42,0.96,-0.51,3.34,0.9,1.78
Kenjon Barner,RB,1.33,0.97,-0.6,3.27,1.15,1.51
Jonathan Grimes,RB,1.29,1.21,-1.13,3.72,1.2,0.88
Antonio Andrews,RB,1.25,1.89,-2.52,5.03,1.13,0.28
John Kuhn,RB,1.21,1.24,-1.26,3.68,0.59,0.8
Mike Davis,RB,1.2,0.93,-0.67,3.07,0.79,1.09
Javorius Allen,RB,1.17,1.28,-1.39,3.74,1.07,0.7
Taiwan Jones,RB,1.16,1.22,-1.29,3.6,0.6,0.8
Daryl Richardson,RB,1.12,1.07,-1.03,3.26,0.74,0.48
Zach Zenner,RB,0.81,0.94,-1.08,2.7,0.6,0.44
Troymaine Pope,RB,0.76,0.85,-0.94,2.45,0.29,0.4
Michael Burton,RB,0.75,1.22,-1.69,3.19,0.62,0.2
Paul Perkins,RB,0.73,1.04,-1.34,2.8,1.04,0.22
Jordan Todman,RB,0.71,0.73,-0.76,2.18,0.43,0.36
Patrick DiMarco,RB,0.7,0.27,0.16,1.25,0.66,0.6
C.J. Spiller,RB,0.7,0.99,-1.28,2.68,2.1,0.0
Andy Janovich,RB,0.68,0.93,-1.19,2.55,0.25,0.2
Zach Line,RB,0.64,0.5,-0.36,1.65,0.37,0.54
Malcolm Johnson,RB,0.64,0.38,-0.13,1.41,0.54,0.4
DuJuan Harris,RB,0.63,0.9,-1.16,2.42,1.9,0.0
Peyton Barber,RB,0.57,0.77,-0.97,2.12,0.88,0.21
Terron Ward,RB,0.52,0.6,-0.67,1.71,0.39,0.29
Knile Davis,RB,0.5,0.42,-0.33,1.33,0.26,0.4
Isaiah Pead,RB,0.47,0.76,-1.04,1.99,0.35,0.07
Daniel Lasco,RB,0.42,0.48,-0.54,1.37,0.58,0.36
Aaron Ripkowski,RB,0.41,0.37,-0.32,1.15,0.17,0.33
James Develin,RB,0.4,0.26,-0.13,0.92,0.46,0.36
Anthony Sherman,RB,0.38,0.51,-0.65,1.4,0.22,0.22
George Atkinson,RB,0.37,0.43,-0.5,1.23,0.16,0.11
Jalston Fowler,RB,0.36,0.43,-0.51,1.23,0.47,0.21
Rex Burkhead,RB,0.32,0.49,-0.66,1.29,0.23,0.07
Jonathan Williams,RB,0.32,0.21,-0.1,0.73,0.18,0.4
Corey Grant,RB,0.28,0.32,-0.36,0.93,0.3,0.16
Jay Prosch,RB,0.25,0.19,-0.14,0.64,0.14,0.24
Raheem Mostert,RB,0.23,0.33,-0.43,0.89,0.7,0.0
Stepfan Taylor,RB,0.19,0.17,-0.16,0.54,0.25,0.15
Bobby Rainey,RB,0.16,0.21,-0.25,0.58,0.4,0.0
Alex Collins,RB,0.13,0.19,-0.25,0.51,0.09,0.01
Darius Jackson,RB,0.12,0.19,-0.25,0.49,0.13,0.02
Jerome Felton,RB,0.09,0.1,-0.12,0.29,0.16,0.05
Marcus Murphy,RB,0.07,0.13,-0.18,0.32,0.29,0.0
Roosevelt Nix,RB,0.07,0.07,-0.08,0.21,0.07,0.03
Rod Smith,RB,0.02,0.04,-0.06,0.11,0.1,0.0
Dri Archer,RB,0.01,0.01,-0.02,0.03,0.03,0.0
Austin Johnson,RB,0.0,0.0,0.0,0.0,,0.0
Chase Reynolds,RB,0.0,0.0,0.0,0.0,,0.0
Ronnie Hillman,RB,0.0,0.0,0.0,0.0,,0.0
Antone Smith,RB,0.0,0.0,0.0,0.0,,0.0
Glenn Gronkowski,RB,0.0,0.0,0.0,0.0,,0.0
Kerwynn Williams,RB,0.0,0.0,0.0,0.0,,0.0
Trent Richardson,RB,0.0,0.0,0.0,0.0,,0.0
Tommy Bohanon,RB,0.0,0.0,0.0,0.0,,0.0
Stevan Ridley,RB,0.0,0.0,0.0,0.0,,0.0
Joique Bell,RB,0.0,0.0,0.0,0.0,,0.0
Khiry Robinson,RB,0.0,0.0,0.0,0.0,,0.0
David Cobb,RB,0.0,0.0,0.0,0.0,,0.0
Gus Johnson,RB,0.0,0.0,0.0,0.0,,0.0
Joe Banyard,RB,0.0,0.0,0.0,0.0,,0.0
Joey Iosefa,RB,0.0,0.0,0.0,0.0,,0.0
George Winn,RB,0.0,0.0,0.0,0.0,,0.0
Bishop Sankey,RB,0.0,0.0,0.0,0.0,,0.0
Brandon Wilds,RB,0.0,0.0,0.0,0.0,,0.0
Dan Herron,RB,0.0,0.0,0.0,0.0,,0.0
Juwan Thompson,RB,0.0,0.0,0.0,0.0,,0.0
Marshaun Coprich,RB,0.0,0.0,0.0,0.0,,0.0
Brandon Wegher,RB,0.0,0.0,0.0,0.0,,0.0
Jordan Reed,TE,13.88,1.69,10.51,17.26,13.78,14.76
Antonio Gates,TE,12.79,3.22,6.35,19.22,12.45,11.55
Greg Olsen,TE,12.77,4.08,4.61,20.93,11.99,12.67
Delanie Walker,TE,11.47,2.37,6.73,16.21,11.17,12.07
Jason Witten,TE,11.01,3.65,3.7,18.32,10.37,10.7
Travis Kelce,TE,10.91,2.0,6.92,14.9,10.68,11.77
Coby Fleener,TE,10.43,0.6,9.22,11.64,10.41,10.66
Julius Thomas,TE,10.23,1.11,8.0,12.45,10.17,9.92
Gary Barnidge,TE,9.24,3.59,2.07,16.41,7.88,9.48
Jimmy Graham,TE,8.64,1.46,5.71,11.56,8.52,8.46
Kyle Rudolph,TE,8.52,3.53,1.45,15.59,7.83,7.67
Clive Walford,TE,8.5,0.31,7.88,9.11,8.49,8.51
Jacob Tamme,TE,8.48,2.82,2.84,14.13,7.88,9.62
Dennis Pitta,TE,8.13,4.06,0.0,16.25,6.12,10.28
Zach Miller,TE,8.02,2.62,2.77,13.26,7.34,8.93
Rob Gronkowski,TE,8.01,4.58,-1.15,17.17,5.43,9.13
Charles Clay,TE,7.87,1.92,4.03,11.71,7.58,8.18
Eric Ebron,TE,7.85,2.63,2.58,13.12,7.24,9.01
Martellus Bennett,TE,7.53,2.98,1.56,13.5,7.02,7.0
Jared Cook,TE,7.42,2.2,3.03,11.81,7.01,7.88
Jesse James,TE,7.13,2.44,2.24,12.02,6.55,8.26
Dwayne Allen,TE,7.12,3.42,0.27,13.97,8.04,8.1
Jordan Cameron,TE,6.83,1.69,3.46,10.21,6.53,7.62
Will Tye,TE,6.07,1.14,3.8,8.34,5.98,5.86
Trey Burton,TE,6.0,3.31,-0.63,12.63,4.01,5.49
Virgil Green,TE,5.69,2.17,1.35,10.02,4.87,6.43
Jack Doyle,TE,5.6,1.7,2.2,8.99,5.32,5.54
Vance McDonald,TE,5.58,1.49,2.6,8.55,5.35,5.99
Lance Kendricks,TE,5.52,1.79,1.94,9.09,5.17,5.55
Darren Fells,TE,5.5,1.42,2.66,8.34,5.32,5.31
Cameron Brate,TE,5.4,1.81,1.78,9.01,5.04,5.34
Larry Donnell,TE,5.37,2.18,1.01,9.73,4.86,6.02
Brent Celek,TE,4.77,1.54,1.68,7.85,4.55,4.23
Hunter Henry,TE,4.72,1.36,2.0,7.44,4.52,4.43
Zach Ertz,TE,4.48,3.6,-2.72,11.68,6.43,4.9
Austin Seferian-Jenkins,TE,4.32,1.48,1.36,7.27,4.09,4.05
Crockett Gillmore,TE,4.3,2.32,-0.34,8.93,3.7,4.2
C.J. Uzomah,TE,4.05,2.2,-0.35,8.46,2.75,4.28
Tyler Kroft,TE,3.72,2.42,-1.12,8.57,4.01,3.61
Ed Dickson,TE,3.6,1.71,0.17,7.03,3.29,2.69
Garrett Celek,TE,3.45,1.52,0.4,6.5,3.01,3.52
Luke Willson,TE,3.42,1.24,0.94,5.9,3.12,3.63
Austin Hooper,TE,3.41,1.7,0.0,6.81,2.85,3.55
Vernon Davis,TE,3.27,1.19,0.89,5.66,2.98,3.3
Geoff Swaim,TE,3.21,2.14,-1.06,7.48,2.56,2.58
Ryan Griffin,TE,3.11,1.78,-0.44,6.67,3.29,3.45
Jermaine Gresham,TE,3.06,0.84,1.38,4.73,2.95,2.69
Lee Smith,TE,2.93,1.46,0.01,5.85,2.45,3.1
Tyler Higbee,TE,2.91,1.38,0.15,5.66,2.49,2.66
Marcedes Lewis,TE,2.62,1.41,-0.2,5.45,2.91,2.42
Stephen Anderson,TE,2.54,1.73,-0.92,5.99,1.5,2.45
Dion Sims,TE,2.52,1.25,0.03,5.02,2.04,2.78
C.J. Fiedorowicz,TE,2.49,1.16,0.17,4.81,2.16,2.5
Josh Hill,TE,2.39,2.08,-1.77,6.55,2.19,2.23
Mychal Rivera,TE,1.94,1.6,-1.25,5.13,1.24,1.7
Xavier Grimble,TE,1.88,1.45,-1.02,4.78,1.43,1.28
Demetrius Harris,TE,1.76,1.18,-0.59,4.12,1.37,1.87
Levine Toilolo,TE,1.71,2.29,-2.87,6.29,0.61,0.9
MyCole Pruitt,TE,1.53,0.75,0.04,3.03,1.31,1.61
Jace Amaro,TE,1.32,1.31,-1.31,3.94,0.41,1.3
Kellen Davis,TE,1.23,0.3,0.63,1.84,1.2,1.21
Maxx Williams,TE,1.23,0.91,-0.6,3.05,0.86,1.2
Brandon Myers,TE,1.13,1.48,-1.82,4.08,0.77,0.44
Blake Bell,TE,1.1,0.75,-0.4,2.6,0.8,0.75
Anthony Fasano,TE,1.09,0.77,-0.45,2.63,0.85,0.8
Jeff Heuerman,TE,1.02,0.41,0.2,1.84,0.92,1.2
Rhett Ellison,TE,0.77,0.52,-0.28,1.82,0.58,0.65
Randall Telfer,TE,0.75,0.59,-0.42,1.92,0.8,0.5
Gavin Escobar,TE,0.74,0.63,-0.52,2.0,0.31,0.4
Sean McGrath,TE,0.61,0.37,-0.14,1.36,0.8,0.71
David Johnson,TE,0.56,0.49,-0.41,1.53,0.41,0.36
Andrew Quarless,TE,0.55,0.55,-0.55,1.65,1.1,0.55
Cole Wick,TE,0.53,0.37,-0.22,1.28,0.6,0.43
Clay Harbor,TE,0.52,0.28,-0.03,1.08,0.44,0.51
Nick Vannett,TE,0.52,0.26,0.01,1.03,0.44,0.57
Jim Dray,TE,0.5,0.15,0.2,0.8,0.48,0.4
Troy Niklas,TE,0.45,0.28,-0.1,1.01,0.54,0.41
Luke Stocker,TE,0.42,0.23,-0.05,0.88,0.51,0.42
Phillip Supernaw,TE,0.4,0.42,-0.43,1.24,0.6,0.4
Logan Paulsen,TE,0.39,0.52,-0.65,1.43,0.62,0.15
Nick OLeary,TE,0.31,0.25,-0.18,0.8,0.25,0.41
Cory Harkey,TE,0.3,0.15,-0.01,0.6,0.26,0.25
John Phillips,TE,0.28,0.14,-0.01,0.57,0.35,0.35
Jerell Adams,TE,0.24,0.24,-0.23,0.71,0.13,0.23
David Morgan,TE,0.22,0.23,-0.23,0.67,0.44,0.2
Temarrick Hemingway,TE,0.19,0.18,-0.17,0.55,0.29,0.15
MarQueis Gray,TE,0.18,0.11,-0.03,0.39,0.24,0.23
James OShaughnessy,TE,0.17,0.21,-0.25,0.6,0.43,0.0
Brandon Williams,TE,0.17,0.15,-0.13,0.46,0.19,0.14
Khari Lee,TE,0.12,0.17,-0.23,0.47,0.37,0.0
Orson Charles,TE,0.0,0.0,-0.01,0.01,0.01,0.0
Asante Cleveland,TE,0.0,0.0,0.0,0.0,,0.0
Mitchell Henry,TE,0.0,0.0,0.0,0.0,,0.0
Jerome Cunningham,TE,0.0,0.0,0.0,0.0,,0.0
Brian Parker,TE,0.0,0.0,0.0,0.0,,0.0
Chase Coffman,TE,0.0,0.0,0.0,0.0,,0.0
Tony Moeaki,TE,0.0,0.0,0.0,0.0,,0.0
Rob Housler,TE,0.0,0.0,0.0,0.0,,0.0
Ifeanyi Momah,TE,0.0,0.0,0.0,0.0,,0.0
Nic Jacobs,TE,0.0,0.0,0.0,0.0,,0.0
Marcel Jensen,TE,0.0,0.0,0.0,0.0,,0.0
Antonio Brown,WR,23.07,4.31,14.45,31.69,22.63,24.4
Julio Jones,WR,22.2,5.81,10.57,33.82,21.1,24.75
Odell Beckham,WR,17.94,1.46,15.02,20.85,17.87,18.37
DeAndre Hopkins,WR,17.49,4.3,8.89,26.1,16.68,18.9
