player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Eli Manning,QB,20.98,2.77,15.44,26.51,20.79,20.94
Russell Wilson,QB,19.89,1.43,17.04,22.74,19.84,19.24
Matthew Stafford,QB,19.82,1.15,17.51,22.12,19.78,19.59
Blake Bortles,QB,19.64,1.04,17.56,21.71,19.61,19.66
Carson Palmer,QB,19.55,4.06,11.42,27.67,19.11,18.94
Philip Rivers,QB,19.52,3.1,13.32,25.72,19.29,18.02
Derek Carr,QB,19.22,2.6,14.02,24.42,19.06,18.83
Aaron Rodgers,QB,19.07,2.88,13.31,24.82,18.84,18.72
Kirk Cousins,QB,18.99,1.93,15.13,22.84,18.9,18.27
Ben Roethlisberger,QB,18.23,2.19,13.86,22.6,18.11,17.34
Jimmy Garoppolo,QB,18.0,0.94,16.11,19.89,17.97,18.38
Marcus Mariota,QB,17.14,1.18,14.78,19.49,17.09,17.58
Joe Flacco,QB,16.91,1.99,12.94,20.89,16.78,17.56
Tyrod Taylor,QB,16.69,1.68,13.33,20.05,16.61,15.92
Andrew Luck,QB,16.54,2.67,11.2,21.88,16.32,16.54
Jameis Winston,QB,16.48,1.33,13.81,19.15,16.43,16.71
Matt Ryan,QB,16.46,1.45,13.55,19.37,16.4,16.1
Ryan Fitzpatrick,QB,16.2,0.9,14.4,17.99,16.17,16.2
Andy Dalton,QB,15.91,2.65,10.61,21.21,15.68,17.25
Jay Cutler,QB,15.89,1.76,12.37,19.4,15.78,15.83
Ryan Tannehill,QB,15.37,1.46,12.45,18.3,15.3,15.43
Dak Prescott,QB,14.91,1.95,11.0,18.82,14.78,15.16
Josh McCown,QB,14.66,2.61,9.44,19.89,14.41,15.44
Alex Smith,QB,14.61,1.28,12.05,17.18,14.55,15.05
Carson Wentz,QB,14.42,1.64,11.15,17.69,14.32,15.04
Brock Osweiler,QB,14.38,1.17,12.04,16.72,14.33,14.38
Blaine Gabbert,QB,13.88,1.71,10.45,17.3,13.78,13.62
Sam Bradford,QB,12.51,0.6,11.31,13.72,12.5,12.51
Trevor Siemian,QB,12.38,3.62,5.15,19.61,11.76,13.01
Case Keenum,QB,9.29,2.5,4.3,14.29,8.91,9.51
Shaun Hill,QB,5.89,7.13,-8.38,20.15,1.67,0.3
Colin Kaepernick,QB,4.52,8.02,-11.52,20.56,2.28,0.94
Geno Smith,QB,3.19,4.48,-5.78,12.15,1.09,0.31
Paxton Lynch,QB,2.64,3.31,-3.99,9.27,1.93,1.13
Brian Hoyer,QB,1.82,2.1,-2.37,6.02,0.92,0.22
Chad Henne,QB,1.8,3.67,-5.54,9.14,0.39,0.19
Colt McCoy,QB,1.52,1.81,-2.09,5.14,0.73,0.19
Mark Sanchez,QB,0.91,0.92,-0.94,2.76,0.73,0.36
Matt McGloin,QB,0.54,0.75,-0.96,2.05,0.26,0.1
Landry Jones,QB,0.52,0.47,-0.41,1.45,0.4,0.56
AJ McCarron,QB,0.51,0.71,-0.91,1.94,0.36,0.18
Mike Glennon,QB,0.45,0.65,-0.85,1.76,0.31,0.16
Nick Foles,QB,0.43,0.58,-0.74,1.59,0.28,0.17
Dan Orlovsky,QB,0.39,0.54,-0.69,1.47,0.2,0.11
Matt Cassel,QB,0.36,0.4,-0.45,1.16,0.32,0.23
Trevone Boykin,QB,0.34,0.55,-0.75,1.44,0.15,0.01
Tom Savage,QB,0.34,0.49,-0.65,1.32,0.16,0.08
Chase Daniel,QB,0.29,0.51,-0.72,1.31,0.15,0.02
Sean Mannion,QB,0.28,0.35,-0.43,0.99,0.36,0.16
E.J. Manuel,QB,0.26,0.12,0.03,0.5,0.24,0.25
Scott Tolzien,QB,0.26,0.35,-0.45,0.97,0.11,0.09
Kellen Clemens,QB,0.24,0.24,-0.24,0.73,0.16,0.2
Ryan Mallett,QB,0.23,0.22,-0.21,0.67,0.23,0.15
Cody Kessler,QB,0.21,0.24,-0.26,0.69,0.11,0.13
Ryan Nassib,QB,0.21,0.21,-0.22,0.63,0.16,0.15
Jared Goff,QB,0.18,0.19,-0.19,0.55,0.36,0.15
Jacoby Brissett,QB,0.14,0.2,-0.27,0.54,0.3,0.0
Derek Anderson,QB,0.12,0.2,-0.28,0.52,0.09,0.03
Matt Schaub,QB,0.1,0.11,-0.12,0.32,0.17,0.1
Matt Moore,QB,0.08,0.08,-0.07,0.24,0.06,0.07
Brett Hundley,QB,0.07,0.09,-0.11,0.25,0.04,0.01
Luke McCown,QB,0.06,0.07,-0.07,0.19,0.05,0.03
Drew Stanton,QB,0.05,0.19,-0.34,0.43,0.14,0.04
Zach Mettenberger,QB,0.03,0.06,-0.09,0.15,0.15,0.0
Bryce Petty,QB,0.0,0.01,-0.01,0.02,0.02,0.0
Austin Davis,QB,0.0,0.0,-0.0,0.0,0.0,0.0
Christian Hackenberg,QB,0.0,0.0,0.0,0.0,,0.0
David Fales,QB,0.0,0.0,0.0,0.0,,0.0
Logan Thomas,QB,0.0,0.0,0.0,0.0,,0.0
Aaron Murray,QB,0.0,0.0,0.0,0.0,,0.0
Keith Wenning,QB,0.0,0.0,0.0,0.0,,0.0
Josh Johnson,QB,0.0,0.0,0.0,0.0,,0.0
Matt Simms,QB,0.0,0.0,0.0,0.0,,0.0
Brandon Weeden,QB,0.0,0.0,0.0,0.0,,0.0
Christian Ponder,QB,0.0,0.0,0.0,0.0,,0.0
Jeff Driskel,QB,0.0,0.0,0.0,0.0,,0.0
Connor Cook,QB,0.0,0.0,0.0,0.0,,0.0
Ryan Griffin,QB,0.0,0.0,0.0,0.0,,0.0
Stephen Morris,QB,0.0,0.0,0.0,0.0,,0.0
Jerrod Johnson,QB,0.0,0.0,0.0,0.0,,0.0
Cardale Jones,QB,0.0,0.0,0.0,0.0,,0.0
Alex Tanney,QB,0.0,0.0,0.0,0.0,,0.0
David Johnson,RB,17.84,1.75,14.35,21.34,17.76,17.98
DeAngelo Williams,RB,17.3,3.77,9.77,24.83,16.91,16.55
Adrian Peterson,RB,15.49,4.65,6.18,24.8,14.85,15.06
Jeremy Langford,RB,15.36,3.81,7.75,22.97,14.93,13.96
Mark Ingram,RB,14.71,2.27,10.17,19.26,14.52,15.58
Latavius Murray,RB,14.5,2.77,8.95,20.05,14.26,13.23
Lamar Miller,RB,14.41,3.5,7.4,21.42,13.82,15.42
Matt Forte,RB,14.29,3.09,8.11,20.48,13.93,14.34
Rashad Jennings,RB,14.28,2.06,10.16,18.39,14.12,14.8
Devonta Freeman,RB,14.21,2.09,10.03,18.39,14.03,14.69
Doug Martin,RB,14.11,3.53,7.06,21.17,13.72,13.49
Ezekiel Elliott,RB,13.84,3.21,7.41,20.26,13.34,14.74
Todd Gurley,RB,13.73,3.82,6.09,21.37,13.17,13.46
DeMarco Murray,RB,13.14,1.45,10.24,16.04,13.06,12.76
Danny Woodhead,RB,13.1,3.66,5.78,20.41,12.54,13.5
LeSean McCoy,RB,12.38,2.37,7.64,17.11,12.14,12.28
Melvin Gordon,RB,12.37,0.78,10.81,13.93,12.35,12.37
Eddie Lacy,RB,12.29,2.72,6.85,17.73,11.91,12.82
Jonathan Stewart,RB,12.08,1.98,8.11,16.04,11.89,12.5
C.J. Anderson,RB,11.89,5.58,0.73,23.04,13.5,14.4
Matt Jones,RB,11.32,1.86,7.6,15.04,11.17,10.76
Ryan Mathews,RB,11.28,2.87,5.53,17.02,10.87,11.32
Justin Forsett,RB,11.21,2.5,6.21,16.2,10.92,11.0
Giovani Bernard,RB,10.9,2.69,5.53,16.27,10.51,11.01
Spencer Ware,RB,10.76,4.68,1.4,20.12,9.07,12.7
Arian Foster,RB,10.71,2.95,4.82,16.6,10.2,10.84
Theo Riddick,RB,10.68,2.94,4.81,16.56,10.15,11.19
Ameer Abdullah,RB,10.48,2.56,5.35,15.61,10.14,11.3
LeGarrette Blount,RB,10.39,2.86,4.67,16.11,9.74,11.54
Shane Vereen,RB,9.93,2.78,4.37,15.48,9.42,10.4
Carlos Hyde,RB,9.93,1.52,6.88,12.97,9.8,10.62
Duke Johnson,RB,9.88,2.94,4.0,15.76,9.3,10.07
Chris Ivory,RB,9.84,2.78,4.29,15.39,9.38,10.29
Frank Gore,RB,9.74,1.56,6.63,12.85,9.6,9.96
T.J. Yeldon,RB,9.37,4.38,0.61,18.13,7.85,10.4
Thomas Rawls,RB,9.32,1.58,6.15,12.49,9.16,9.9
Charles Sims,RB,9.18,1.74,5.69,12.67,8.98,9.69
Jeremy Hill,RB,8.48,1.61,5.25,11.7,8.31,9.0
Christine Michael,RB,8.24,3.6,1.03,15.44,7.06,8.26
Isaiah Crowell,RB,8.21,1.26,5.68,10.74,8.11,8.09
James White,RB,8.17,3.02,2.13,14.2,7.48,9.12
Darren Sproles,RB,7.98,1.68,4.62,11.35,7.76,8.65
Terrance West,RB,7.78,2.26,3.26,12.31,7.3,8.87
Chris Thompson,RB,7.77,2.88,2.01,13.53,7.16,7.77
Tevin Coleman,RB,7.51,2.33,2.85,12.16,6.96,7.97
Bilal Powell,RB,7.31,3.08,1.15,13.46,8.48,7.88
Derrick Henry,RB,6.18,2.05,2.09,10.27,5.62,7.15
James Starks,RB,6.1,2.42,1.25,10.94,5.34,6.84
Jerick McKinnon,RB,5.6,1.08,3.43,7.77,5.49,5.77
Shaun Draughn,RB,5.43,2.41,0.61,10.25,3.85,5.86
Mike Tolbert,RB,5.0,2.59,-0.17,10.18,4.44,4.34
Devontae Booker,RB,4.95,2.37,0.2,9.69,5.86,5.78
Chris Johnson,RB,4.92,2.08,0.77,9.08,4.5,4.72
Tim Hightower,RB,4.81,1.32,2.18,7.44,4.63,4.46
Alfred Morris,RB,4.76,2.43,-0.09,9.61,4.23,4.2
Jay Ajayi,RB,4.74,1.12,2.51,6.98,4.6,4.9
Benny Cunningham,RB,4.74,1.81,1.11,8.36,4.25,4.96
DeAndre Washington,RB,4.45,2.06,0.32,8.57,3.98,4.26
KaDeem Carey,RB,4.4,1.85,0.71,8.1,3.84,4.69
Rob Kelley,RB,4.4,2.39,-0.39,9.18,3.27,3.9
Charcandrick West,RB,4.07,2.46,-0.86,9.0,2.76,4.68
Reggie Bush,RB,4.03,1.1,1.84,6.22,3.88,4.01
Fozzy Whittaker,RB,3.98,2.3,-0.62,8.59,3.29,3.7
Andre Ellington,RB,3.91,0.64,2.63,5.2,3.86,3.67
Travaris Cadet,RB,3.86,3.31,-2.76,10.47,5.13,3.96
Alfred Blue,RB,3.16,0.77,1.62,4.69,3.06,3.04
Fitzgerald Toussaint,RB,3.11,0.9,1.31,4.9,2.99,2.78
Brandon Bolden,RB,3.09,2.78,-2.46,8.64,2.46,3.22
Javorius Allen,RB,3.07,1.6,-0.14,6.28,2.68,2.37
Wendell Smallwood,RB,3.02,1.75,-0.48,6.53,2.65,2.6
Kyle Juszczyk,RB,2.92,1.9,-0.89,6.73,3.21,2.74
Robert Turbin,RB,2.83,0.83,1.18,4.49,2.69,2.88
C.J. Prosise,RB,2.75,1.03,0.69,4.81,2.53,2.91
Mike Gillislee,RB,2.71,1.92,-1.13,6.56,2.82,2.34
Damien Williams,RB,2.68,1.85,-1.01,6.38,2.05,1.96
Dwayne Washington,RB,2.57,1.62,-0.67,5.81,3.02,2.96
Jordan Howard,RB,2.5,2.33,-2.16,7.17,2.23,2.04
Denard Robinson,RB,2.35,1.65,-0.95,5.65,1.69,2.1
Jamize Olawale,RB,2.14,1.16,-0.19,4.46,1.77,2.26
Tyler Ervin,RB,2.1,1.03,0.03,4.17,1.85,1.86
Josh Ferguson,RB,2.1,0.83,0.43,3.77,1.94,1.68
Jalen Richard,RB,2.08,1.96,-1.85,6.01,1.11,1.75
Matt Asiata,RB,1.92,1.52,-1.12,4.96,2.48,1.8
Lance Dunbar,RB,1.85,1.75,-1.65,5.34,1.49,0.9
Cameron Artis-Payne,RB,1.75,1.83,-1.91,5.4,0.75,1.17
Kenjon Barner,RB,1.51,1.15,-0.79,3.82,0.75,1.68
Mike Davis,RB,1.45,1.04,-0.63,3.52,0.92,1.24
Paul Perkins,RB,1.34,1.44,-1.55,4.23,1.17,0.83
Antonio Andrews,RB,1.27,1.8,-2.32,4.86,0.56,0.23
Orleans Darkwa,RB,1.22,1.12,-1.02,3.47,0.74,1.0
Patrick DiMarco,RB,1.19,0.68,-0.16,2.54,1.04,1.02
Jonathan Grimes,RB,1.05,1.37,-1.68,3.78,0.61,0.71
Malcolm Johnson,RB,1.03,0.96,-0.88,2.94,0.67,0.85
C.J. Spiller,RB,1.02,0.75,-0.49,2.52,0.5,1.09
Taiwan Jones,RB,1.0,1.32,-1.64,3.65,1.87,0.54
Darius Jackson,RB,1.0,0.78,-0.57,2.57,0.36,0.89
Isaiah Pead,RB,0.9,0.85,-0.81,2.61,1.36,0.7
Knile Davis,RB,0.84,0.68,-0.53,2.2,0.82,0.58
Khiry Robinson,RB,0.83,1.18,-1.52,3.19,2.5,0.0
Kenyan Drake,RB,0.83,0.89,-0.96,2.62,0.24,0.49
Jordan Todman,RB,0.75,0.75,-0.74,2.24,1.1,0.51
Zach Line,RB,0.72,0.51,-0.29,1.73,0.46,0.6
Daryl Richardson,RB,0.68,1.16,-1.63,2.99,1.13,0.0
Andy Janovich,RB,0.68,0.99,-1.3,2.66,0.29,0.15
Anthony Sherman,RB,0.68,1.22,-1.77,3.12,0.25,0.2
Terron Ward,RB,0.6,0.41,-0.22,1.43,0.35,0.69
DuJuan Harris,RB,0.6,0.85,-1.1,2.3,1.8,0.0
Rex Burkhead,RB,0.59,0.57,-0.55,1.74,0.65,0.4
Peyton Barber,RB,0.57,0.61,-0.64,1.78,0.4,0.39
Jonathan Williams,RB,0.48,0.34,-0.19,1.15,0.24,0.59
Jalston Fowler,RB,0.47,0.38,-0.3,1.23,0.49,0.43
Aaron Ripkowski,RB,0.44,0.4,-0.36,1.24,0.18,0.38
John Kuhn,RB,0.43,0.52,-0.6,1.47,0.73,0.15
Zach Zenner,RB,0.43,0.48,-0.52,1.39,0.47,0.2
James Develin,RB,0.42,0.39,-0.35,1.19,0.67,0.5
Daniel Lasco,RB,0.4,0.36,-0.32,1.12,0.64,0.42
Alex Collins,RB,0.29,0.33,-0.36,0.95,0.18,0.15
Bobby Rainey,RB,0.28,0.28,-0.27,0.83,0.37,0.27
Michael Burton,RB,0.28,0.2,-0.13,0.68,0.31,0.24
Andre Williams,RB,0.27,0.38,-0.49,1.02,0.8,0.0
Corey Grant,RB,0.27,0.25,-0.23,0.76,0.23,0.16
Troymaine Pope,RB,0.21,0.33,-0.44,0.86,0.21,0.03
George Atkinson,RB,0.21,0.28,-0.35,0.77,0.19,0.08
Stepfan Taylor,RB,0.2,0.18,-0.15,0.56,0.28,0.18
Jay Prosch,RB,0.19,0.14,-0.1,0.47,0.13,0.11
Jacquizz Rodgers,RB,0.17,0.3,-0.43,0.77,0.69,0.0
Marcus Murphy,RB,0.17,0.22,-0.27,0.61,0.4,0.0
Raheem Mostert,RB,0.13,0.19,-0.24,0.51,0.4,0.0
Roosevelt Nix,RB,0.07,0.07,-0.06,0.2,0.09,0.05
Jerome Felton,RB,0.06,0.11,-0.15,0.28,0.25,0.0
Rod Smith,RB,0.06,0.06,-0.07,0.19,0.12,0.05
Dri Archer,RB,0.01,0.01,-0.02,0.03,0.03,0.0
Chase Reynolds,RB,0.0,0.0,-0.01,0.01,0.01,0.0
Trent Richardson,RB,0.0,0.0,0.0,0.0,,0.0
Juwan Thompson,RB,0.0,0.0,0.0,0.0,,0.0
Joe Banyard,RB,0.0,0.0,0.0,0.0,,0.0
Ronnie Hillman,RB,0.0,0.0,0.0,0.0,,0.0
Austin Johnson,RB,0.0,0.0,0.0,0.0,,0.0
Joey Iosefa,RB,0.0,0.0,0.0,0.0,,0.0
Brandon Wegher,RB,0.0,0.0,0.0,0.0,,0.0
David Cobb,RB,0.0,0.0,0.0,0.0,,0.0
Joique Bell,RB,0.0,0.0,0.0,0.0,,0.0
Dexter McCluster,RB,0.0,0.0,0.0,0.0,,0.0
Stevan Ridley,RB,0.0,0.0,0.0,0.0,,0.0
Antone Smith,RB,0.0,0.0,0.0,0.0,,0.0
Bishop Sankey,RB,0.0,0.0,0.0,0.0,,0.0
Tommy Bohanon,RB,0.0,0.0,0.0,0.0,,0.0
Kerwynn Williams,RB,0.0,0.0,0.0,0.0,,0.0
Brandon Wilds,RB,0.0,0.0,0.0,0.0,,0.0
Dan Herron,RB,0.0,0.0,0.0,0.0,,0.0
Marshaun Coprich,RB,0.0,0.0,0.0,0.0,,0.0
George Winn,RB,0.0,0.0,0.0,0.0,,0.0
Greg Olsen,TE,12.84,2.99,6.85,18.82,12.33,13.59
Rob Gronkowski,TE,12.78,3.66,5.46,20.1,12.07,13.73
Jordan Reed,TE,11.81,4.44,2.92,20.69,10.64,14.63
Antonio Gates,TE,11.76,1.26,9.23,14.29,11.69,11.1
Jason Witten,TE,10.78,3.94,2.91,18.66,9.89,11.16
Delanie Walker,TE,10.21,3.33,3.55,16.87,9.5,11.34
Coby Fleener,TE,10.2,3.07,4.06,16.34,9.42,11.46
Gary Barnidge,TE,10.19,3.72,2.76,17.62,8.71,11.2
Travis Kelce,TE,10.14,2.36,5.42,14.87,9.73,11.27
Julius Thomas,TE,9.59,2.57,4.45,14.74,9.09,10.23
Zach Miller,TE,8.76,0.97,6.82,10.71,8.71,9.18
Kyle Rudolph,TE,8.47,1.8,4.88,12.07,8.31,7.9
Eric Ebron,TE,8.16,2.68,2.8,13.52,7.6,9.3
Martellus Bennett,TE,8.06,3.07,1.93,14.2,7.42,7.51
Charles Clay,TE,7.97,2.05,3.88,12.06,7.61,8.38
Clive Walford,TE,7.9,0.58,6.74,9.07,7.88,8.14
Jimmy Graham,TE,7.71,2.04,3.63,11.8,7.46,7.0
Jesse James,TE,7.22,1.8,3.63,10.82,6.9,7.92
Jacob Tamme,TE,6.58,1.87,2.84,10.32,6.24,7.12
Brent Celek,TE,6.52,3.13,0.26,12.79,5.65,6.7
Dwayne Allen,TE,6.43,2.38,1.68,11.18,5.73,6.75
Jordan Cameron,TE,6.4,2.13,2.13,10.66,5.92,7.34
Larry Donnell,TE,6.38,1.99,2.4,10.36,5.98,6.93
Jared Cook,TE,6.36,1.75,2.85,9.86,6.07,6.34
Austin Seferian-Jenkins,TE,6.22,2.16,1.89,10.54,5.9,5.46
C.J. Uzomah,TE,5.89,3.47,-1.05,12.83,3.66,6.88
Will Tye,TE,5.78,1.66,2.45,9.11,5.46,6.0
Virgil Green,TE,5.77,2.34,1.1,10.44,4.63,6.78
Dennis Pitta,TE,5.6,2.8,0.01,11.19,4.41,6.93
Vance McDonald,TE,5.41,1.79,1.84,8.99,5.05,5.72
Hunter Henry,TE,5.34,1.62,2.1,8.58,5.06,5.66
Cameron Brate,TE,5.03,1.77,1.48,8.58,4.69,5.3
Lance Kendricks,TE,4.85,1.81,1.22,8.47,4.47,4.96
Crockett Gillmore,TE,4.76,1.95,0.85,8.66,4.39,4.52
Luke Willson,TE,4.62,2.56,-0.5,9.74,3.44,4.87
Jack Doyle,TE,4.28,1.49,1.29,7.27,4.05,3.82
Ryan Griffin,TE,3.95,1.31,1.32,6.58,3.72,3.87
Garrett Celek,TE,3.86,1.89,0.08,7.63,3.27,3.42
Tyler Kroft,TE,3.85,2.21,-0.58,8.27,2.85,3.95
Ed Dickson,TE,3.76,1.57,0.62,6.89,3.51,2.94
Jermaine Gresham,TE,3.62,1.89,-0.16,7.39,3.04,2.96
Darren Fells,TE,3.36,1.48,0.4,6.33,3.04,3.23
Trey Burton,TE,3.12,2.49,-1.86,8.1,0.83,4.1
Austin Hooper,TE,2.67,1.1,0.47,4.87,2.34,2.92
Tyler Higbee,TE,2.58,1.44,-0.31,5.47,2.19,2.15
Marcedes Lewis,TE,2.52,1.57,-0.62,5.66,1.65,2.37
Vernon Davis,TE,2.43,1.3,-0.17,5.03,2.02,2.76
C.J. Fiedorowicz,TE,2.4,0.92,0.56,4.25,2.2,2.41
Mychal Rivera,TE,2.22,0.96,0.3,4.14,1.97,2.4
Kellen Davis,TE,2.17,1.21,-0.26,4.6,1.84,1.79
Jeff Heuerman,TE,1.91,0.92,0.06,3.76,1.69,1.56
Josh Hill,TE,1.86,1.41,-0.95,4.67,1.7,2.23
Maxx Williams,TE,1.8,0.64,0.53,3.07,1.69,1.66
Stephen Anderson,TE,1.74,1.63,-1.51,5.0,1.3,1.2
Dion Sims,TE,1.72,1.04,-0.37,3.8,1.44,1.0
Gavin Escobar,TE,1.69,1.39,-1.09,4.48,0.66,1.7
Demetrius Harris,TE,1.65,1.25,-0.85,4.14,1.27,1.14
Lee Smith,TE,1.48,1.26,-1.04,4.01,0.97,0.57
Geoff Swaim,TE,1.41,1.18,-0.96,3.78,1.49,1.42
Anthony Fasano,TE,1.32,0.73,-0.13,2.77,1.12,1.03
Jace Amaro,TE,1.27,1.05,-0.84,3.38,0.55,1.31
Blake Bell,TE,1.26,0.91,-0.56,3.08,0.87,0.8
Rhett Ellison,TE,1.24,0.59,0.07,2.42,1.07,1.25
Luke Stocker,TE,0.99,1.23,-1.47,3.45,0.81,0.62
Brandon Myers,TE,0.97,1.6,-2.23,4.17,0.75,0.08
MyCole Pruitt,TE,0.96,1.0,-1.04,2.96,0.98,0.6
Cole Wick,TE,0.9,1.03,-1.15,2.95,1.23,0.59
Levine Toilolo,TE,0.88,1.11,-1.35,3.11,0.44,0.52
Logan Paulsen,TE,0.82,1.16,-1.49,3.14,1.18,0.25
Randall Telfer,TE,0.8,0.63,-0.46,2.05,0.83,0.5
Khari Lee,TE,0.72,1.01,-1.31,2.74,2.15,0.0
Jim Dray,TE,0.65,0.2,0.25,1.04,0.62,0.66
Clay Harbor,TE,0.52,0.47,-0.42,1.47,0.54,0.45
Troy Niklas,TE,0.49,0.31,-0.13,1.11,0.29,0.41
Nick Vannett,TE,0.46,0.31,-0.17,1.08,0.26,0.54
David Johnson,TE,0.41,0.29,-0.16,0.98,0.31,0.2
Sean McGrath,TE,0.36,0.36,-0.36,1.08,0.72,0.35
Nick OLeary,TE,0.33,0.27,-0.2,0.86,0.15,0.4
Phillip Supernaw,TE,0.29,0.44,-0.6,1.17,0.58,0.0
James OShaughnessy,TE,0.29,0.25,-0.2,0.78,0.47,0.38
John Phillips,TE,0.28,0.15,-0.01,0.58,0.35,0.34
Temarrick Hemingway,TE,0.26,0.3,-0.34,0.86,0.35,0.15
Jerell Adams,TE,0.24,0.24,-0.24,0.73,0.13,0.24
MarQueis Gray,TE,0.2,0.15,-0.11,0.51,0.24,0.18
Brandon Williams,TE,0.16,0.14,-0.12,0.45,0.18,0.13
Asante Cleveland,TE,0.16,0.22,-0.29,0.6,0.47,0.0
Orson Charles,TE,0.14,0.16,-0.19,0.46,0.24,0.07
Cory Harkey,TE,0.12,0.11,-0.11,0.35,0.13,0.1
David Morgan,TE,0.11,0.17,-0.23,0.45,0.11,0.02
Rob Housler,TE,0.0,0.0,0.0,0.0,,0.0
Ifeanyi Momah,TE,0.0,0.0,0.0,0.0,,0.0
Nic Jacobs,TE,0.0,0.0,0.0,0.0,,0.0
Marcel Jensen,TE,0.0,0.0,0.0,0.0,,0.0
Jerome Cunningham,TE,0.0,0.0,0.0,0.0,,0.0
Mitchell Henry,TE,0.0,0.0,0.0,0.0,,0.0
Brian Parker,TE,0.0,0.0,0.0,0.0,,0.0
Chase Coffman,TE,0.0,0.0,0.0,0.0,,0.0
Tony Moeaki,TE,0.0,0.0,0.0,0.0,,0.0
Antonio Brown,WR,23.97,3.8,16.37,31.56,23.64,25.1
Julio Jones,WR,19.62,3.22,13.17,26.06,19.33,19.3
Odell Beckham,WR,19.29,2.26,14.78,23.81,19.15,20.02
A.J. Green,WR,17.08,2.35,12.39,21.77,16.91,17.79
DeAndre Hopkins,WR,16.57,3.1,10.37,22.77,16.25,17.32
Jordy Nelson,WR,15.79,1.84,12.1,19.48,15.69,15.77
Larry Fitzgerald,WR,14.92,4.28,6.36,23.48,14.12,15.94
Brandon Marshall,WR,14.92,3.28,8.37,21.47,14.44,16.02
Allen Robinson,WR,14.88,3.21,8.46,21.31,14.41,15.95
Demaryius Thomas,WR,14.72,4.05,6.62,22.82,14.0,14.79
Amari Cooper,WR,14.68,4.41,5.86,23.5,13.65,15.48
Brandin Cooks,WR,14.64,4.28,6.08,23.19,13.67,16.16
Alshon Jeffery,WR,14.58,2.45,9.68,19.47,14.33,15.31
Dez Bryant,WR,14.33,4.74,4.85,23.81,13.23,15.6
Jarvis Landry,WR,14.24,3.27,7.7,20.77,13.75,15.16
Kelvin Benjamin,WR,14.12,1.77,10.57,17.66,14.01,14.18
Sammy Watkins,WR,13.79,1.26,11.27,16.31,13.73,13.79
Julian Edelman,WR,13.72,3.65,6.43,21.01,13.05,14.52
Mike Evans,WR,13.69,2.8,8.1,19.29,13.31,14.68
Doug Baldwin,WR,13.31,2.06,9.19,17.43,13.13,14.19
Eric Decker,WR,13.28,3.17,6.94,19.62,12.77,14.04
Michael Floyd,WR,13.25,1.58,10.1,16.41,13.16,12.96
Golden Tate,WR,13.18,3.55,6.08,20.28,12.43,14.5
Randall Cobb,WR,12.93,4.25,4.43,21.44,12.1,13.57
Jordan Matthews,WR,12.71,3.35,6.01,19.41,12.07,14.01
T.Y. Hilton,WR,12.6,3.39,5.82,19.39,12.02,12.87
Travis Benjamin,WR,12.33,1.67,8.99,15.67,12.21,12.4
Michael Crabtree,WR,12.14,3.28,5.58,18.7,11.5,12.97
Willie Snead,WR,12.13,3.28,5.56,18.7,11.6,12.92
Jeremy Maclin,WR,12.08,2.64,6.81,17.36,11.7,13.43
