player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Quincy Enunwa,WR,8.19,1.98,4.23,12.15,7.91,8.58
Cole Beasley,WR,8.11,4.05,0.02,16.2,9.05,9.77
Andrew Hawkins,WR,7.93,1.35,5.24,10.63,7.8,8.7
Rishard Matthews,WR,7.9,3.44,1.01,14.78,7.05,7.92
Dontrelle Inman,WR,7.89,2.4,3.1,12.69,7.4,8.17
Kenny Britt,WR,7.77,1.61,4.55,10.98,7.59,7.73
Terrance Williams,WR,7.53,1.32,4.88,10.18,7.4,7.72
Eddie Royal,WR,7.31,2.28,2.75,11.87,6.87,8.57
Ted Ginn,WR,7.29,2.39,2.51,12.08,6.92,6.99
Jeremy Kerley,WR,7.29,2.82,1.65,12.93,6.67,7.58
Eli Rogers,WR,7.11,3.67,-0.24,14.45,8.31,7.75
Jermaine Kearse,WR,7.03,2.06,2.92,11.14,6.67,7.52
Markus Wheaton,WR,6.98,2.95,1.07,12.88,6.19,7.92
Marqise Lee,WR,6.94,1.31,4.31,9.56,6.82,6.5
Chris Conley,WR,6.88,1.56,3.75,10.01,6.69,6.96
Robert Woods,WR,6.84,1.71,3.41,10.27,6.61,6.9
Charles Johnson,WR,6.63,1.49,3.65,9.61,6.46,6.37
Devin Funchess,WR,6.6,1.81,2.97,10.23,6.33,6.66
Adam Thielen,WR,6.47,2.33,1.8,11.14,5.94,6.79
Quinton Patton,WR,6.27,2.12,2.02,10.52,5.78,7.12
Adam Humphries,WR,6.27,2.22,1.83,10.7,5.91,5.44
Chris Hogan,WR,5.94,1.5,2.93,8.95,5.72,6.12
Kendall Wright,WR,5.93,4.7,-3.47,15.34,3.39,5.01
Sammie Coates,WR,5.88,1.45,2.98,8.79,5.72,5.36
Seth Roberts,WR,5.86,1.48,2.91,8.82,5.6,6.3
Kamar Aiken,WR,5.18,3.24,-1.29,11.66,4.33,3.4
Danny Amendola,WR,4.81,3.15,-1.49,11.11,4.76,5.71
Breshad Perriman,WR,4.77,2.41,-0.04,9.58,4.06,4.82
Justin Hardy,WR,4.63,1.32,1.99,7.27,4.45,4.43
Josh Doctson,WR,4.61,2.45,-0.28,9.51,3.83,4.66
Rashard Higgins,WR,4.42,2.72,-1.03,9.87,3.8,3.81
Corey Brown,WR,4.41,1.35,1.72,7.11,4.17,5.08
Greg Salas,WR,4.4,2.37,-0.33,9.14,3.63,3.98
Albert Wilson,WR,4.4,1.4,1.6,7.2,4.14,4.92
Andre Johnson,WR,4.31,1.96,0.4,8.22,3.88,3.62
Braxton Miller,WR,4.23,1.37,1.48,6.98,4.03,3.63
Marquise Goodwin,WR,4.15,1.85,0.46,7.85,3.76,3.72
Chester Rogers,WR,3.93,2.86,-1.78,9.64,4.13,4.31
Jaron Brown,WR,3.82,1.84,0.14,7.51,3.47,2.73
Jalin Marshall,WR,3.8,2.48,-1.16,8.77,4.48,3.59
Jaelen Strong,WR,3.76,1.91,-0.05,7.58,3.35,3.21
Brian Quick,WR,3.6,1.08,1.44,5.77,3.44,3.55
Brandon Coleman,WR,3.29,1.4,0.5,6.08,2.92,3.33
Pharoh Cooper,WR,3.29,2.37,-1.46,8.03,3.37,4.2
Cody Latimer,WR,3.26,1.83,-0.41,6.92,2.8,2.58
Ricardo Louis,WR,3.22,2.59,-1.96,8.41,2.01,2.54
Ryan Grant,WR,3.12,2.46,-1.8,8.04,1.84,2.82
Bennie Fowler,WR,2.97,1.82,-0.67,6.61,2.35,2.78
Darrius Heyward-Bey,WR,2.92,2.2,-1.47,7.31,2.03,2.8
Andre Holmes,WR,2.91,1.21,0.48,5.33,2.58,2.76
Laquon Treadwell,WR,2.83,1.95,-1.08,6.73,2.27,2.58
Quan Bray,WR,2.76,1.69,-0.62,6.13,2.1,2.84
Tyreek Hill,WR,2.74,2.43,-2.12,7.59,1.76,1.37
Malcolm Mitchell,WR,2.65,1.03,0.59,4.71,2.45,2.51
Brice Butler,WR,2.64,1.1,0.44,4.84,2.47,2.2
Harry Douglas,WR,2.63,1.95,-1.28,6.54,1.91,1.69
Jordan Norwood,WR,2.63,1.06,0.51,4.74,2.4,2.61
Paul Richardson,WR,2.61,0.72,1.16,4.05,2.52,2.36
Griff Whalen,WR,2.46,1.98,-1.5,6.41,1.68,1.16
Chris Moore,WR,2.21,2.4,-2.58,7.01,1.07,1.54
Rod Streater,WR,2.2,1.06,0.08,4.31,1.87,2.73
Cordarrelle Patterson,WR,2.11,1.62,-1.13,5.36,1.58,1.39
Rashad Greene,WR,2.1,1.17,-0.23,4.44,1.79,1.87
Cecil Shorts,WR,1.91,1.1,-0.29,4.1,1.42,1.96
Robby Anderson,WR,1.88,2.75,-3.61,7.37,0.73,0.69
James Wright,WR,1.84,1.31,-0.78,4.46,1.44,1.25
Leonte Carroo,WR,1.82,1.41,-1.0,4.63,1.16,1.55
Cameron Meredith,WR,1.63,1.96,-2.3,5.56,1.47,0.49
Dwayne Harris,WR,1.6,1.31,-1.01,4.21,1.58,1.04
J.J. Nelson,WR,1.59,0.66,0.27,2.9,1.46,1.44
Bradley Marquez,WR,1.4,1.0,-0.6,3.4,1.16,1.09
Jarius Wright,WR,1.25,1.42,-1.59,4.09,0.7,0.75
Justin Hunter,WR,1.17,0.73,-0.29,2.62,1.34,1.59
Aaron Burbridge,WR,0.86,0.41,0.04,1.68,0.72,1.02
Taylor Gabriel,WR,0.83,0.88,-0.92,2.59,1.17,0.51
DeAnthony Thomas,WR,0.83,0.48,-0.13,1.79,0.71,0.7
Nelson Spruce,WR,0.77,0.78,-0.79,2.33,1.54,0.7
Josh Bellamy,WR,0.76,0.42,-0.09,1.61,0.67,0.56
Russell Shepard,WR,0.73,0.8,-0.87,2.34,0.48,0.42
Bryan Walters,WR,0.65,0.65,-0.65,1.95,1.3,0.65
Tommylee Lewis,WR,0.64,0.45,-0.25,1.53,0.4,0.7
Lucky Whitehead,WR,0.53,0.35,-0.18,1.24,0.41,0.44
Brenton Bersin,WR,0.49,0.38,-0.27,1.25,0.43,0.7
Jordan Payton,WR,0.46,0.39,-0.32,1.25,0.5,0.43
Roger Lewis,WR,0.4,0.69,-0.99,1.79,1.6,0.0
Jakeem Grant,WR,0.37,0.39,-0.4,1.14,0.72,0.3
Alex Erickson,WR,0.36,0.3,-0.23,0.96,0.34,0.33
Keith Mumphery,WR,0.36,0.25,-0.14,0.87,0.41,0.4
Deonte Thompson,WR,0.3,0.24,-0.18,0.78,0.32,0.23
Rashad Ross,WR,0.27,0.33,-0.4,0.93,0.2,0.02
Andre Caldwell,WR,0.24,0.48,-0.72,1.2,1.2,0.0
Demarcus Robinson,WR,0.22,0.22,-0.21,0.65,0.16,0.13
Walt Powell,WR,0.2,0.17,-0.14,0.54,0.27,0.18
Devin Street,WR,0.2,0.35,-0.49,0.89,0.8,0.0
Brandon Tate,WR,0.17,0.16,-0.15,0.5,0.12,0.2
Cody Core,WR,0.17,0.3,-0.43,0.77,0.69,0.0
Charone Peake,WR,0.16,0.22,-0.29,0.6,0.47,0.0
Devin Hester,WR,0.08,0.14,-0.21,0.37,0.08,0.02
Matt Slater,WR,0.03,0.05,-0.06,0.13,0.1,0.0
Frankie Hammond,WR,0.03,0.04,-0.05,0.11,0.09,0.0
Eric Weems,WR,0.02,0.04,-0.05,0.1,0.05,0.0
Nick Toon,WR,0.0,0.0,0.0,0.0,,0.0
James Jones,WR,0.0,0.0,0.0,0.0,,0.0
Keshawn Martin,WR,0.0,0.0,0.0,0.0,,0.0
Evan Spencer,WR,0.0,0.0,0.0,0.0,,0.0
Marlon Brown,WR,0.0,0.0,0.0,0.0,,0.0
Jonathan Krause,WR,0.0,0.0,0.0,0.0,,0.0
Brittan Golden,WR,0.0,0.0,0.0,0.0,,0.0
Jerome Simpson,WR,0.0,0.0,0.0,0.0,,0.0
T.J. Jones,WR,0.0,0.0,0.0,0.0,,0.0
Geremy Davis,WR,0.0,0.0,0.0,0.0,,0.0
Vince Mayle,WR,0.0,0.0,0.0,0.0,,0.0
Dwayne Bowe,WR,0.0,0.0,0.0,0.0,,0.0
Anthony Dable,WR,0.0,0.0,0.0,0.0,,0.0
Aaron Dobson,WR,0.0,0.0,0.0,0.0,,0.0
Corey Washington,WR,0.0,0.0,0.0,0.0,,0.0
Jeremy Ross,WR,0.0,0.0,0.0,0.0,,0.0
Nick Williams,WR,0.0,0.0,0.0,0.0,,0.0
Darius Jennings,WR,0.0,0.0,0.0,0.0,,0.0
Vincent Brown,WR,0.0,0.0,0.0,0.0,,0.0
Chris Harper,WR,0.0,0.0,0.0,0.0,,0.0
Kain Colter,WR,0.0,0.0,0.0,0.0,,0.0
Kenbrell Thompkins,WR,0.0,0.0,0.0,0.0,,0.0
Kenny Bell,WR,0.0,0.0,0.0,0.0,,0.0
