player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Demaryius Thomas,WR,16.02,5.41,5.2,26.83,15.01,16.66
Jarvis Landry,WR,15.93,1.64,12.66,19.2,15.85,16.12
Brandon Marshall,WR,15.74,4.25,7.25,24.23,14.94,17.05
Mike Evans,WR,15.3,1.97,11.37,19.23,15.17,15.22
Jordan Matthews,WR,14.98,1.57,11.83,18.12,14.89,15.33
DeAndre Hopkins,WR,14.8,4.65,5.49,24.11,13.92,16.64
Alshon Jeffery,WR,14.78,1.74,11.31,18.25,14.68,15.31
T.Y. Hilton,WR,14.78,2.8,9.18,20.38,14.48,15.11
Marvin Jones,WR,14.46,1.91,10.64,18.27,14.33,14.22
Emmanuel Sanders,WR,14.42,1.87,10.69,18.16,14.31,13.87
Michael Crabtree,WR,14.29,1.73,10.82,17.75,14.18,14.42
Amari Cooper,WR,14.13,3.84,6.45,21.8,13.42,14.53
Larry Fitzgerald,WR,14.1,4.04,6.02,22.18,13.39,15.02
Kelvin Benjamin,WR,13.95,1.98,9.98,17.91,13.81,13.54
Julian Edelman,WR,13.58,3.33,6.93,20.23,13.0,14.52
Randall Cobb,WR,13.43,3.21,7.01,19.86,13.11,12.48
Stefon Diggs,WR,13.24,0.99,11.26,15.22,13.21,13.28
Steve Smith,WR,12.73,1.31,10.1,15.35,12.66,12.56
DeVante Parker,WR,12.55,1.89,8.77,16.32,12.4,12.33
Dez Bryant,WR,11.91,9.02,-6.13,29.96,15.7,14.18
Travis Benjamin,WR,11.61,2.9,5.81,17.41,11.15,13.05
John Brown,WR,11.3,3.19,4.92,17.68,10.74,12.58
DeSean Jackson,WR,11.2,2.75,5.7,16.7,10.73,11.77
Terrelle Pryor,WR,11.12,1.88,7.35,14.88,10.96,10.64
Victor Cruz,WR,11.01,6.74,-2.47,24.48,9.43,8.93
Sterling Shepard,WR,10.97,1.02,8.93,13.0,10.92,10.89
Phillip Dorsett,WR,10.95,1.98,6.98,14.91,10.76,11.38
Michael Floyd,WR,10.47,2.4,5.66,15.27,10.13,11.52
Torrey Smith,WR,10.32,1.72,6.87,13.77,10.18,9.76
Golden Tate,WR,10.2,2.96,4.29,16.12,9.63,10.54
Anquan Boldin,WR,9.78,0.65,8.48,11.08,9.76,9.64
Tavon Austin,WR,9.64,2.72,4.2,15.07,9.17,11.1
Will Fuller,WR,9.63,2.96,3.7,15.56,9.16,9.48
Kenny Stills,WR,9.38,1.2,6.99,11.78,9.31,9.46
Pierre Garcon,WR,9.29,2.46,4.38,14.21,8.85,9.98
Tyrell Williams,WR,9.23,3.9,1.42,17.04,7.7,11.01
Eddie Royal,WR,9.22,2.48,4.26,14.19,8.83,9.36
Cole Beasley,WR,9.16,2.18,4.79,13.53,8.79,10.23
Davante Adams,WR,9.06,1.02,7.03,11.1,9.01,8.94
Vincent Jackson,WR,8.9,1.8,5.3,12.49,8.73,8.14
Tajae Sharpe,WR,8.78,1.94,4.91,12.65,8.51,9.64
Mike Wallace,WR,8.78,2.47,3.85,13.71,8.3,10.04
Robert Woods,WR,8.73,2.38,3.97,13.49,8.32,10.04
Quincy Enunwa,WR,8.7,3.94,0.82,16.59,7.42,10.17
Ted Ginn,WR,8.34,2.14,4.06,12.61,8.04,9.2
Terrance Williams,WR,8.19,1.51,5.18,11.21,8.06,7.8
Rishard Matthews,WR,7.94,2.82,2.29,13.58,7.41,8.07
Jeremy Kerley,WR,7.9,3.52,0.86,14.94,6.68,8.77
Jamison Crowder,WR,7.86,2.66,2.53,13.18,7.32,8.6
Markus Wheaton,WR,7.8,2.62,2.56,13.03,7.31,7.68
Kenny Britt,WR,7.76,1.3,5.16,10.35,7.64,8.04
Seth Roberts,WR,7.67,0.76,6.16,9.19,7.64,7.62
Sammie Coates,WR,7.66,2.47,2.72,12.6,7.24,7.46
Mohamed Sanu,WR,7.57,1.87,3.84,11.3,7.26,8.12
Dontrelle Inman,WR,7.43,3.08,1.27,13.59,6.43,8.42
Quinton Patton,WR,7.27,1.32,4.62,9.92,7.16,7.15
Brandon LaFell,WR,7.23,2.1,3.02,11.43,6.91,7.08
Andrew Hawkins,WR,7.19,1.34,4.51,9.87,7.06,6.96
Danny Amendola,WR,7.07,3.94,-0.81,14.94,5.99,6.55
Nelson Agholor,WR,6.73,1.65,3.43,10.03,6.45,7.25
Chris Hogan,WR,6.54,1.9,2.73,10.35,6.21,7.06
Corey Brown,WR,6.53,2.28,1.96,11.09,5.97,6.96
Devin Funchess,WR,6.4,2.22,1.96,10.84,5.99,6.28
Tyler Boyd,WR,6.36,2.11,2.15,10.58,5.9,6.69
Adam Humphries,WR,6.31,2.12,2.07,10.55,5.96,5.87
Kamar Aiken,WR,6.0,2.81,0.39,11.61,5.42,4.68
Adam Thielen,WR,5.99,2.22,1.54,10.43,5.51,6.06
Robby Anderson,WR,5.54,3.47,-1.4,12.49,3.17,6.26
Dorial Green-Beckham,WR,5.34,1.24,2.87,7.81,5.16,5.84
Kendall Wright,WR,5.22,2.67,-0.11,10.56,3.56,5.86
Charles Johnson,WR,5.07,1.67,1.72,8.41,4.74,4.83
Brice Butler,WR,4.98,4.11,-3.24,13.2,3.29,2.76
Breshad Perriman,WR,4.86,2.24,0.39,9.34,4.19,5.65
Ricardo Louis,WR,4.72,3.16,-1.59,11.04,3.17,5.0
Walt Powell,WR,4.71,2.46,-0.21,9.63,2.98,5.6
Chester Rogers,WR,4.63,2.61,-0.58,9.84,5.63,5.11
Brian Quick,WR,4.37,1.89,0.58,8.15,3.93,4.31
Andre Johnson,WR,4.32,1.31,1.7,6.95,4.07,4.38
Marquise Goodwin,WR,4.24,2.29,-0.33,8.81,3.7,3.7
Bennie Fowler,WR,4.03,2.11,-0.18,8.24,3.32,4.01
Greg Salas,WR,3.91,2.8,-1.68,9.5,3.83,3.95
Justin Hardy,WR,3.76,1.93,-0.1,7.62,3.15,3.9
Jaelen Strong,WR,3.53,1.64,0.24,6.82,3.17,3.37
Cameron Meredith,WR,3.48,2.81,-2.14,9.11,1.85,3.16
Jaron Brown,WR,3.48,2.04,-0.61,7.57,2.78,3.2
Braxton Miller,WR,3.43,0.94,1.55,5.31,3.32,3.12
Darrius Heyward-Bey,WR,3.36,2.49,-1.62,8.35,2.48,3.16
Cody Latimer,WR,3.36,2.05,-0.74,7.45,2.79,2.51
Andre Holmes,WR,3.29,1.56,0.18,6.4,2.86,3.38
Laquon Treadwell,WR,3.19,2.19,-1.2,7.57,2.53,2.46
Malcolm Mitchell,WR,3.14,1.17,0.8,5.48,2.85,3.28
Josh Huff,WR,3.14,0.93,1.28,4.99,3.01,2.42
Harry Douglas,WR,3.03,2.31,-1.6,7.66,3.27,1.9
Jordan Norwood,WR,2.74,0.98,0.78,4.71,2.53,3.17
Charone Peake,WR,2.62,1.84,-1.07,6.3,1.08,2.48
Trevor Davis,WR,2.56,2.86,-3.15,8.28,2.23,1.48
Quan Bray,WR,2.29,1.83,-1.37,5.95,1.58,2.03
Ryan Grant,WR,2.28,2.01,-1.73,6.3,1.41,0.95
Pharoh Cooper,WR,2.18,1.89,-1.6,5.96,2.17,2.2
Aaron Burbridge,WR,2.09,2.6,-3.1,7.29,1.01,1.27
Cordarrelle Patterson,WR,2.09,1.76,-1.42,5.6,1.32,0.99
Leonte Carroo,WR,2.0,1.32,-0.64,4.63,1.39,2.1
Rashard Higgins,WR,1.95,1.44,-0.93,4.83,1.29,1.58
Jared Abbrederis,WR,1.95,0.89,0.16,3.73,1.7,2.28
Keshawn Martin,WR,1.91,2.83,-3.75,7.57,1.99,0.99
Griff Whalen,WR,1.91,1.33,-0.76,4.57,1.44,1.09
Aaron Dobson,WR,1.8,3.12,-4.44,8.04,7.2,0.0
Rod Streater,WR,1.74,1.06,-0.39,3.87,1.43,1.14
Dwayne Harris,WR,1.67,1.42,-1.17,4.52,1.66,1.0
Cecil Shorts,WR,1.66,1.31,-0.96,4.27,1.38,1.9
J.J. Nelson,WR,1.62,0.55,0.51,2.73,1.53,1.66
Josh Bellamy,WR,1.61,1.52,-1.44,4.65,1.0,0.95
James Wright,WR,1.5,1.16,-0.82,3.82,1.14,0.99
Taylor Gabriel,WR,1.42,1.61,-1.81,4.65,1.6,0.98
Justin Hunter,WR,1.37,1.13,-0.89,3.63,1.71,1.28
Deonte Thompson,WR,1.32,1.62,-1.91,4.55,0.48,0.01
Bradley Marquez,WR,1.28,1.0,-0.71,3.27,1.01,1.02
Chris Moore,WR,1.26,0.93,-0.59,3.12,0.82,1.12
Ty Montgomery,WR,1.1,0.87,-0.63,2.84,0.78,0.94
Lucky Whitehead,WR,0.89,0.97,-1.05,2.83,0.53,0.5
Russell Shepard,WR,0.8,0.82,-0.84,2.43,0.52,0.38
Nelson Spruce,WR,0.77,0.79,-0.81,2.36,1.53,0.65
Jerome Simpson,WR,0.59,0.83,-1.08,2.26,1.77,0.0
Jeff Janis,WR,0.54,0.57,-0.6,1.67,0.26,0.5
Kenbrell Thompkins,WR,0.51,0.73,-0.94,1.97,1.54,0.0
Jarius Wright,WR,0.48,0.66,-0.84,1.8,0.21,0.03
Brenton Bersin,WR,0.41,0.41,-0.41,1.24,0.82,0.39
Roger Lewis,WR,0.4,0.69,-0.99,1.79,1.6,0.0
Bryce Treggs,WR,0.38,0.65,-0.92,1.67,0.12,0.01
Jakeem Grant,WR,0.37,0.39,-0.4,1.15,0.73,0.3
Nick Williams,WR,0.37,0.52,-0.67,1.4,1.1,0.0
Jeremy Ross,WR,0.37,0.39,-0.41,1.14,0.5,0.2
Jeremy Butler,WR,0.34,0.58,-0.83,1.5,1.34,0.0
Jordan Payton,WR,0.33,0.34,-0.35,1.01,0.16,0.26
Rashad Ross,WR,0.32,0.32,-0.32,0.96,0.28,0.24
Keith Mumphery,WR,0.27,0.16,-0.06,0.59,0.31,0.37
Alex Erickson,WR,0.25,0.24,-0.24,0.73,0.24,0.19
Andre Caldwell,WR,0.24,0.48,-0.72,1.2,1.2,0.0
Devin Street,WR,0.18,0.3,-0.43,0.78,0.7,0.0
Cody Core,WR,0.17,0.29,-0.41,0.75,0.67,0.0
Brandon Tate,WR,0.16,0.15,-0.15,0.46,0.15,0.12
Devin Hester,WR,0.05,0.07,-0.1,0.19,0.06,0.02
Matt Slater,WR,0.03,0.05,-0.06,0.13,0.1,0.0
Eric Weems,WR,0.02,0.04,-0.05,0.1,0.03,0.01
Geremy Davis,WR,0.0,0.0,0.0,0.0,,0.0
James Jones,WR,0.0,0.0,0.0,0.0,,0.0
Nick Toon,WR,0.0,0.0,0.0,0.0,,0.0
Dwayne Bowe,WR,0.0,0.0,0.0,0.0,,0.0
Anthony Dable,WR,0.0,0.0,0.0,0.0,,0.0
Chris Givens,WR,0.0,0.0,0.0,0.0,,0.0
Jonathan Krause,WR,0.0,0.0,0.0,0.0,,0.0
Kenny Bell,WR,0.0,0.0,0.0,0.0,,0.0
T.J. Jones,WR,0.0,0.0,0.0,0.0,,0.0
Vincent Brown,WR,0.0,0.0,0.0,0.0,,0.0
Evan Spencer,WR,0.0,0.0,0.0,0.0,,0.0
Brittan Golden,WR,0.0,0.0,0.0,0.0,,0.0
Kain Colter,WR,0.0,0.0,0.0,0.0,,0.0
Vince Mayle,WR,0.0,0.0,0.0,0.0,,0.0
Marlon Brown,WR,0.0,0.0,0.0,0.0,,0.0
Corey Washington,WR,0.0,0.0,0.0,0.0,,0.0
Darius Jennings,WR,0.0,0.0,0.0,0.0,,0.0
Chris Harper,WR,0.0,0.0,0.0,0.0,,0.0
Rueben Randle,WR,0.0,0.0,0.0,0.0,,0.0
Riley Cooper,WR,0.0,0.0,0.0,0.0,,0.0
